seed,replicate,n_episodes,ar_coef,total_features,model_name,model_label,grouped_auc,grouped_brier,random_auc,random_brier,delta_cv,event_rate,n_obs,n_eff,rho_hat,avg_episode_size
33001,1,50,0.0,100,logistic,Logistic Regression,0.5516509401766986,0.2545625459176916,0.5612041953064999,0.24331182199014176,0.009553255129801319,0.3366255144032922,1215,84.84990469619292,0.5716482076138621,24.3
33002,2,50,0.0,100,logistic,Logistic Regression,0.5204282290990346,0.2907608105911474,0.5106422950215319,0.29554805089460034,-0.009785934077502723,0.5119760479041916,1002,130.969586678451,0.3492978546993567,20.04
34000,0,50,0.0,100,random_forest,Random Forest,0.427537838249247,0.26287664903129754,0.5422755837750203,0.24960352544585462,0.11473774552577326,0.49147442326980945,997,126.49037981267253,0.36335915227678406,19.94
34001,1,50,0.0,100,random_forest,Random Forest,0.5773468859383355,0.2507069216669095,0.7191357402942034,0.21852520710105763,0.14178885435586785,0.5082382762991128,789,78.16517142807146,0.6152915912007906,15.78
34002,2,50,0.0,100,random_forest,Random Forest,0.5488552394238461,0.2281869686733846,0.5974478456761166,0.21971085749106609,0.048592606252270576,0.34379905808477235,1274,103.4099346185949,0.46241419454933924,25.48
35000,0,50,0.0,100,xgboost,Boosted Trees,0.4372890258314352,0.33583769865960794,0.5992137255793542,0.2571296243196559,0.16192469974791895,0.46731707317073173,1025,139.43679443342623,0.32569235334110697,20.5
35001,1,50,0.0,100,xgboost,Boosted Trees,0.5101517305313701,0.31815290847196076,0.7875607398901839,0.18022934279025052,0.27740900935881385,0.35597381342062195,1222,97.9147291539572,0.48977162761037774,24.44
35002,2,50,0.0,100,xgboost,Boosted Trees,0.6112523399492428,0.264142110753686,0.6744350500014294,0.23193580848240625,0.06318271005218667,0.48757763975155277,966,154.9891247503819,0.2856274764466566,19.32
36000,0,50,0.6,5,logistic,Logistic Regression,0.6409445465009921,0.23415822776399206,0.6469260834448316,0.2271932539614915,0.005981536943839516,0.4161598609904431,1151,121.24094397504149,0.3857171917958733,23.02
36001,1,50,0.6,5,logistic,Logistic Regression,0.675850517421733,0.22304136928915816,0.6825891050759137,0.2197127300274108,0.006738587654180783,0.4337568058076225,1102,109.0623830159402,0.43271429812198625,22.04
36002,2,50,0.6,5,logistic,Logistic Regression,0.6518233999395796,0.23866409338379344,0.6803077789939515,0.2243534983285748,0.028484379054371844,0.451271186440678,944,113.84077440679047,0.4078458454972621,18.88
37000,0,50,0.6,5,random_forest,Random Forest,0.4456468615650648,0.32094219666935714,0.7387908718663869,0.2022395557394551,0.29314401030132214,0.5683453237410072,834,124.53038202293641,0.3633393403743708,16.68
37001,1,50,0.6,5,random_forest,Random Forest,0.6282327194204803,0.26744390830246795,0.813148190112923,0.17727172347971262,0.18491547069244274,0.4343137254901961,1020,100.27343775858898,0.47279306207377086,20.4
